sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_repeat_region	annotation_tRNA	annotation_tmRNA	rank	reason
SRX1526437	3110570	False	590710804	189.904	1928294	286	306.339	19.997	326	326	286	326	13	33.880	3.379	37	35	33	36	311056923	100	1018918	35	305.282	20.082	325	325	285	325	13	33.946	3.375	37	35	33	36	0.00	26.72	24.24	22.40	0.00	26.64	8	40	64	0	9	310231	42404	14910	525	93595	0	11.59	57.97	92.75	0.00	69	2925898	Lactobacillus spp. strain	69	2925898	2738	2792	2	1	51	1	bronze	Single-end reads
SRX1526457	2917870	False	545847930	187.071	1781775	286	306.351	19.997	326	326	286	326	12	33.733	3.472	37	35	33	36	291787149	100	955722	35	305.305	20.080	325	325	285	325	13	33.800	3.470	37	35	33	36	0.00	26.68	24.31	22.43	0.00	26.59	8	40	56	0	8	311316	46050	27017	504	101937	0	12.90	64.52	90.32	0.00	62	2855107	Lactobacillus spp. strain	62	2855107	2669	2720	2	1	48	1	bronze	Single-end reads
SRX1526467	3264060	False	589326792	180.550	1923492	286	306.384	19.996	326	326	286	326	12	33.423	3.647	37	35	32	36	326406133	100	1069028	35	305.330	20.099	325	325	285	325	12	33.492	3.644	37	35	32	36	0.00	26.75	24.22	22.42	0.00	26.60	8	39	63	0	9	291062	42415	19144	525	93595	0	11.59	56.52	91.30	0.00	69	2926637	Lactobacillus spp. strain	69	2926637	2741	2795	2	1	51	1	bronze	Single-end reads
SRX1526468	3375360	False	377413642	111.814	1229667	286	306.923	19.979	326	326	286	326	13	31.250	4.175	37	32	29	35	337535909	100	1103450	35	305.891	20.042	325	325	285	325	13	31.311	4.181	37	32	29	35	0.00	26.72	24.08	22.56	0.00	26.64	9	40	65	0	10	292785	41785	16517	504	93595	0	12.86	57.14	92.86	0.00	70	2925018	Lactobacillus spp. strain	70	2925018	2740	2794	2	1	51	1	bronze	Single-end reads
SRX1526473	3439280	False	406637164	118.233	1325014	286	306.893	19.980	326	326	286	326	13	31.220	4.173	37	32	29	34	343927782	100.000	1124412	36	305.873	20.058	325	325	285	325	13	31.283	4.178	37	32	29	35	0.00	26.76	24.07	22.57	0.00	26.59	9	40	63	0	10	291062	43006	21669	504	93595	0	13.24	58.82	92.65	0.00	68	2924425	Lactobacillus spp. strain	68	2924425	2739	2793	2	1	51	1	bronze	Single-end reads
SRX1528078	3359970	False	337170412	100.349	1098462	286	306.948	19.977	326	326	286	326	14	30.954	4.290	37	32	28	34	335912899	99.975	1098092	35	305.906	20.062	325	325	285	325	14	31.015	4.296	37	32	29	34	0.00	26.72	24.05	22.59	0.00	26.64	10	42	67	0	10	240723	40079	14913	504	102171	0	13.70	57.53	91.78	0.00	73	2925779	Lactobacillus spp. strain	73	2925779	2738	2791	2	1	50	1	bronze	Single-end reads
SRX1528080	3132210	False	289802570	92.523	944235	286	306.918	19.979	326	326	286	326	13	31.079	4.233	37	32	29	34	288691271	92.169	943827	36	305.873	20.068	325	325	285	325	13	31.141	4.239	37	32	29	34	0.00	26.72	23.89	22.74	0.00	26.64	7	48	71	0	11	291062	37998	18645	504	75694	0	9.09	62.34	92.21	0.00	77	2925906	Lactobacillus spp. strain	77	2925906	2745	2798	2	2	50	1	bronze	Single-end reads
SRX1528083	3615960	False	386644678	106.927	1259853	286	306.897	19.980	326	326	286	326	14	31.307	4.156	37	32	29	35	361596059	100	1182228	38	305.860	20.054	325	325	285	325	14	31.366	4.164	37	32	29	35	0.00	26.72	24.06	22.58	0.00	26.65	8	41	66	0	10	306818	41195	14871	504	78764	0	11.27	57.75	92.96	0.00	71	2924896	Lactobacillus spp. strain	71	2924896	2741	2794	2	1	50	1	bronze	Single-end reads
SRX1528085	3467160	False	368238790	106.208	1199525	286	306.987	19.976	326	326	286	326	14	31.062	4.278	37	32	29	34	346715946	100	1133291	35	305.937	20.057	325	325	285	325	14	31.124	4.285	37	32	29	34	0.00	26.67	24.36	22.37	0.00	26.61	9	40	55	0	9	292785	46098	30940	504	101943	0	14.75	65.57	90.16	0.00	61	2811978	Lactobacillus spp. strain	61	2811978	2629	2680	2	1	48	1	bronze	Single-end reads
SRX1528089	3243730	False	478206626	147.425	1560591	286	306.427	19.995	326	326	286	326	15	33.352	3.590	37	34	32	36	324373111	100	1062108	35	305.405	20.093	325	325	285	325	15	33.418	3.588	37	35	32	36	0.00	26.70	24.19	22.54	0.00	26.56	9	42	59	0	11	242415	43239	31723	504	93595	0	13.64	63.64	89.39	0.00	66	2853837	Lactobacillus spp. strain	66	2853837	2666	2718	2	1	49	1	bronze	Single-end reads
SRX1528090	3287130	False	508868434	154.806	1660699	286	306.418	19.996	326	326	286	326	14	33.398	3.554	37	34	32	36	328713070	100	1076383	35	305.387	20.062	325	325	285	325	16	33.463	3.550	37	35	32	36	0.00	26.71	24.13	22.61	0.00	26.55	8	43	62	0	12	171718	42612	33576	504	72950	0	11.94	64.18	92.54	0.00	67	2855058	Lactobacillus spp. strain	67	2855058	2666	2721	3	1	51	1	bronze	Single-end reads
SRX1528091	3573860	False	491038124	137.397	1600514	286	306.800	19.984	326	326	286	326	14	32.177	4.251	37	33	30	35	357385924	100	1168929	35	305.738	20.117	325	325	285	325	15	32.252	4.245	37	33	30	36	0.00	26.70	24.28	22.46	0.00	26.57	9	43	62	0	12	281680	41953	32774	504	79011	0	13.24	63.24	91.18	0.00	68	2852836	Lactobacillus spp. strain	68	2852836	2666	2721	3	1	51	1	bronze	Single-end reads
SRX1528093	3244800	False	449127348	138.414	1465418	286	306.484	19.994	326	326	286	326	15	32.900	3.719	37	34	31	36	324480155	100	1062319	35	305.445	20.078	325	325	285	325	15	32.965	3.718	37	34	31	36	0.00	26.67	24.36	22.38	0.00	26.59	8	41	58	0	10	282335	45302	33043	504	72950	0	12.70	65.08	92.06	0.00	63	2854053	Lactobacillus spp. strain	63	2854053	2667	2720	2	1	50	1	bronze	Single-end reads
SRX1528095	3346100	False	519712326	155.319	1695741	286	306.481	19.994	326	326	286	326	15	33.153	3.724	37	34	32	36	334610037	100	1095486	35	305.444	20.104	325	325	285	325	15	33.221	3.720	37	34	32	36	0.00	26.69	24.08	22.66	0.00	26.58	7	44	63	0	12	242419	41339	30940	504	72790	0	10.14	63.77	91.30	0.00	69	2852415	Lactobacillus spp. strain	69	2852415	2662	2714	2	1	49	1	bronze	Single-end reads
SRX1528097	3101250	False	327995652	105.762	1070282	286	306.457	19.995	326	326	286	326	13	31.441	4.111	37	33	29	35	310124945	100	1015425	37	305.414	20.074	325	325	285	325	13	31.500	4.118	37	33	29	35	0.00	26.70	24.29	22.45	0.00	26.56	8	40	57	0	10	282340	45284	33043	504	93595	0	12.70	63.49	90.48	0.00	63	2852952	Lactobacillus spp. strain	63	2852952	2663	2716	2	1	50	1	bronze	Single-end reads
SRX1528099	3134280	False	355586432	113.451	1160472	286	306.415	19.996	326	326	286	326	14	31.606	4.037	37	33	29	35	313428008	100	1026416	37	305.362	20.077	325	325	285	325	15	31.667	4.045	37	33	30	35	0.00	26.63	24.17	22.57	0.00	26.63	9	38	59	0	9	291062	44699	26005	504	106183	0	14.06	59.38	92.19	0.00	64	2860738	Lactobacillus spp. strain	64	2860738	2668	2721	2	1	50	1	bronze	Single-end reads
SRX1528102	3131840	False	354026272	113.041	1155352	286	306.423	19.995	326	326	286	326	14	31.614	4.032	37	33	29	35	313183993	100	1025552	36	305.381	20.059	325	325	285	325	14	31.675	4.038	37	33	30	35	0.00	26.62	24.27	22.46	0.00	26.64	9	41	59	0	11	281680	43894	33043	504	79011	0	13.85	63.08	90.77	0.00	65	2853165	Lactobacillus spp. strain	65	2853165	2662	2713	2	1	48	1	bronze	Single-end reads
SRX1528103	3072280	False	328643104	106.970	1072524	286	306.420	19.996	326	326	286	326	14	31.618	4.011	37	33	30	35	307227819	100.000	1006054	37	305.379	20.057	325	325	285	325	14	31.680	4.016	37	33	30	35	0.00	26.71	24.13	22.61	0.00	26.55	9	43	60	0	12	171718	43900	33576	504	79011	0	13.85	66.15	92.31	0.00	65	2853513	Lactobacillus spp. strain	65	2853513	2662	2714	2	1	49	1	bronze	Single-end reads
SRX1528104	3009230	False	308103416	102.386	1005456	286	306.432	19.995	326	326	286	326	14	31.392	4.103	37	32	29	35	300923088	100	985350	39	305.397	20.079	325	325	285	325	14	31.453	4.109	37	33	29	35	0.00	26.71	24.12	22.62	0.00	26.55	10	43	61	0	13	167694	42616	33576	504	79011	0	14.93	64.18	91.04	0.00	67	2855320	Lactobacillus spp. strain	67	2855320	2668	2722	2	1	51	1	bronze	Single-end reads
SRX1542927	2241400	True	1227946770	547.848	12287714	18	99.933	1.632	100	100	100	100	23.500	36.352	2.295	40	37	35.500	38	224140133	100.000	2243902	35	99.889	1.614	100	100	100	100	23.500	36.373	2.268	40	37	35.500	38	0.00	31.67	18.32	18.22	0.00	31.79	0	45	69	0	15	67731	20706	16251	529	40280	0	0.00	60.00	92.00	0.00	75	1553006	Lactobacillus spp. strain	75	1553006	1499	1557	3	4	54	1	gold	passed all cutoffs
SRX1546476	4046680	True	1165282490	287.960	11746696	20	99.201	5.064	100	100	100	100	26	37.950	1.895	39	39	37.500	39	404667942	100.000	4083428	35	99.100	5.299	100	100	100	100	26.500	37.954	1.889	39	39	37.500	39	0.00	23.31	26.88	26.63	0.00	23.19	1	85	175	0	30	135124	14416	6727	504	26854	0	0.50	42.71	87.94	0.00	199	2868884	Lactobacillus spp. strain	199	2868884	2775	2834	3	2	55	1	silver	Too many contigs (199, expect <= 100)
SRX1546523	3042540	True	1369850184	450.232	13835894	20	99.007	5.459	100	100	100	100	26	37.950	1.929	39	39	37.500	39	304253984	100.000	3076908	35	98.883	5.723	100	100	100	100	26.500	37.954	1.922	39	39	37.500	39	0.00	23.32	26.87	26.64	0.00	23.17	1	84	178	0	30	135124	13289	6137	505	27210	0	0.46	38.71	82.03	0.00	217	2883855	Lactobacillus spp. strain	217	2883855	2784	2843	4	2	54	1	bronze	Too many contigs (217, expect <= 200)
SRX155504	2825890	True	610993440	216.212	6049440	101	101	0.000	101	101	101	101	2	34.001	7.345	40	37	34	38	282588954	100.000	2882034	35	98.052	7.722	100	100	100	100	17	35.811	3.349	40	37	35	38	0.00	31.69	18.12	18.77	0.00	31.42	0	68	176	0	29	72784	10719	5267	510	21413	0	0.00	33.50	86.70	0.00	203	2176078	Lactobacillus spp. strain	203	2176078	2215	2261	3	1	42	1	bronze	Too many contigs (203, expect <= 200)
SRX155505	3324660	True	775624652	233.294	7679452	101	101	0	101	101	101	101	2	34.175	7.299	40	37	34.500	38	332465972	100.000	3385636	35	98.199	7.524	100	100	100	100	17.500	35.978	3.234	40	37	35.500	38	0.00	31.66	18.27	18.43	0.00	31.64	3	69	204	0	29	116034	10226	4793	501	20669	0	1.30	30.00	88.70	0.00	230	2352136	Lactobacillus spp. strain	230	2352136	2393	2445	3	1	48	1	bronze	Too many contigs (230, expect <= 200)
SRX155863	3076010	True	1519542980	493.998	15044980	101	101	0.000	101	101	101	101	2	26.375	8.796	39	29	22	33.500	307600975	100.000	3582758	35	85.856	15.360	91.500	100	77	98.500	17.500	32.532	3.472	40	33	31	35.500	0.00	31.68	18.13	18.77	0.00	31.43	0	68	172	0	28	72784	10782	5132	502	22839	0	0.00	33.83	85.57	0.00	201	2167313	Lactobacillus spp. strain	201	2167313	2202	2263	3	1	57	1	bronze	Too many contigs (201, expect <= 200)
SRX155875	3046770	True	1583103088	519.600	15674288	101	101	0	101	101	101	101	2	26.144	8.829	39	28.500	21.500	33	304677013	100.000	3564322	35	85.480	15.458	91	100	76.500	98	17.500	32.474	3.481	40	33	30	35.500	0.00	31.56	18.34	18.37	0.00	31.73	2	70	201	0	29	113280	10220	4570	539	20834	0	0.87	30.43	87.39	0.00	230	2350797	Lactobacillus spp. strain	230	2350797	2384	2445	3	1	57	1	bronze	Too many contigs (230, expect <= 200)
SRX1563608	3054120	True	440637600	144.276	4406376	100	100	0	100	100	100	100	2	33.217	6.309	40	35.500	32.500	37	305411830	100.000	3141306	35	97.224	9.098	100	100	100	100	18.500	34.690	3.205	40	36	33.500	37	0.00	26.62	23.28	23.36	0.00	26.74	7	41	53	0	9	267568	51810	32052	617	87406	0	12.50	73.21	94.64	0.00	56	2901395	Lactobacillus spp. strain	56	2901395	2669	2721	2	1	49	1	gold	passed all cutoffs
SRX1563616	3075820	True	426218200	138.571	4262182	100	100	0	100	100	100	100	2	33.445	5.882	40	35.500	32.500	37	307581897	100.000	3160198	35	97.330	8.886	100	100	100	100	18.500	34.661	3.224	40	36	33	37	0.00	26.69	23.99	22.66	0.00	26.66	10	47	61	0	12	189766	45710	30251	514	80336	0	15.38	72.31	93.85	0.00	65	2971154	Lactobacillus spp. strain	65	2971154	2793	2849	4	1	51	1	gold	passed all cutoffs
SRX1563623	3131080	True	612737400	195.695	6127374	100	100	0	100	100	100	100	2	34.072	5.399	40	36	33.500	37	313108150	100.000	3203756	35	97.732	8.058	100	100	100	100	18.500	35.042	3.089	40	36	34	37	0.00	26.70	23.75	22.83	0.00	26.72	13	36	44	0	9	256397	57769	30713	514	121686	0	25.49	70.59	86.27	0.00	51	2946256	Lactobacillus spp. strain	51	2946256	2753	2807	3	2	50	1	gold	passed all cutoffs
SRX1563643	2969080	True	526249800	177.243	5262498	100	100	0	100	100	100	100	3	33.651	5.946	40	36	33	37	296907978	100.000	3044440	35	97.525	8.425	100	100	100	100	18.500	34.903	3.179	40	36	33.500	37	0.00	26.70	23.33	23.28	0.00	26.69	10	22	25	0	5	391082	107077	78167	504	221772	0	37.04	81.48	92.59	0.00	27	2891105	Lactobacillus spp. strain	27	2891105	2725	2777	2		49	1	gold	passed all cutoffs
SRX1563649	2985500	True	499655600	167.361	4996556	100	100	0	100	100	100	100	2	34.141	5.397	40	36	33.500	37	298549908	100.000	3050754	35	97.861	7.859	100	100	100	100	18	35.100	3.063	40	36	34	37	0.00	26.65	23.54	23.06	0.00	26.75	13	28	34	0	6	280323	70953	26011	511	177758	0	31.71	68.29	82.93	0.00	41	2909079	Lactobacillus spp. strain	41	2909079	2717	2774	4	2	52	1	gold	passed all cutoffs
SRX1563852	2837550	True	220938000	77.862	2209380	100	100	0	100	100	100	100	3	36.047	3.633	40	37	36	38	216176283	76.184	2183848	35	98.989	5.271	100	100	100	100	19.500	36.454	2.143	40	37	36	38	0.00	26.75	23.85	22.74	0.00	26.67	3	67	97	0	18	170834	29438	18430	524	52075	0	2.97	66.34	96.04	0.00	101	2973262	Lactobacillus spp. strain	101	2973262	2770	2826	4	1	51	1	silver	Low coverage (76.18x, expect >= 100x);Too many contigs (101, expect <= 100)
SRX1564916	3718990	True	379316800	101.995	3793168	100	100	0	100	100	100	100	3.500	35.905	3.678	40	37	36	37.500	370844911	99.717	3749026	35	98.918	5.473	100	100	100	100	19	36.330	2.148	40	37	36	37.500	0.00	25.95	24.59	23.45	0.00	26.01	9	36	50	0	7	366932	57810	18799	631	123447	0	17.65	70.59	98.04	0.00	51	2948356	Lactobacillus spp. strain	51	2948356	2700	2754	3	4	50	1	silver	Low coverage (99.72x, expect >= 100x)
SRX1564925	3140200	True	394235600	125.545	3942356	100	100	0.000	100	100	100	100	3	35.515	4.588	40	37	36	37.500	314019928	100.000	3185140	35	98.589	6.260	100	100	100	100	19	36.242	2.338	40	37	36	38	0.00	26.63	23.96	22.65	0.00	26.76	7	32	46	0	6	403814	62583	25756	585	156994	0	14.29	65.31	93.88	0.00	49	3066615	Lactobacillus spp. strain	49	3066615	2888	2952	6		57	1	gold	passed all cutoffs
SRX1565073	2764190	True	452453000	163.684	4524530	100	100	0	100	100	100	100	2	35.865	3.688	40	37	36	37.500	276418842	100.000	2797100	35	98.823	5.588	100	100	100	100	19.500	36.263	2.269	40	37	36	38	0.00	26.83	23.95	22.66	0.00	26.55	7	49	71	0	14	144199	37189	17158	524	74228	0	9.09	63.64	92.21	0.00	77	2863604	Lactobacillus spp. strain	77	2863604	2644	2699	3	1	51	1	gold	passed all cutoffs
SRX1565095	2948870	True	496776000	168.463	4967760	100	100	0	100	100	100	100	2	35.668	4.064	40	37	35.500	37.500	294886879	100.000	2982500	35	98.872	5.694	100	100	100	100	18.500	36.167	2.402	40	37	36	37.500	0.00	26.79	23.36	23.18	0.00	26.68	7	57	104	0	14	262666	27119	10972	525	66887	0	6.25	50.89	92.86	0.00	112	3037398	Lactobacillus spp. strain	112	3037398	2884	2936	2	2	49	1	silver	Too many contigs (112, expect <= 100)
SRX1565108	3079480	True	307062800	99.713	3070628	100	100	0.000	100	100	100	100	3	35.716	4.333	40	37	36	37.500	296713604	96.352	2996818	35	99.010	5.338	100	100	100	100	19	36.374	2.159	40	37	36	38	0.00	26.76	23.57	23.14	0.00	26.53	10	51	68	0	11	279616	43641	24473	609	81787	0	14.08	71.83	95.77	0.00	71	3098545	Lactobacillus spp. strain	71	3098545	2941	3002	5		55	1	silver	Low coverage (96.35x, expect >= 100x)
SRX1565157	2928670	True	412001600	140.679	4120016	100	100	0	100	100	100	100	2	35.966	3.758	40	37	36	38	292866971	100.000	2959212	35	98.968	5.384	100	100	100	100	19	36.407	2.151	40	37	36	38	0.00	26.66	23.59	22.98	0.00	26.76	14	37	47	0	10	216886	54539	29425	514	118780	0	25.93	68.52	87.04	0.00	54	2945113	Lactobacillus spp. strain	54	2945113	2750	2805	3	2	51	1	gold	passed all cutoffs
SRX1615118	2971310	True	2052246400	690.688	20522464	100	100	0	100	100	100	100	10	31.194	5.378	40	32.500	28.500	35	297131100	100.000	3158916	40	94.061	11.142	100	100	93	100	17.500	32.865	3.257	40	33.500	31	35.500	0.00	24.44	25.73	26.18	0.00	23.65	1	55	128	0	19	158266	13634	5863	506	34319	0	0.69	37.93	88.28	0.00	145	1976987	Lactobacillus spp. strain	145	1976987	1922	1975	4	3	48	1	silver	Short read length (94.06bp, expect >= 95 bp);Too many contigs (145, expect <= 100)
SRX1760642	2661200	False	2309472300	867.831	15396482	150	150	0	150	150	150	150	2	35.257	3.933	38	36	35	37	266119875	100	1804769	35	147.454	10.910	150	150	150	150	17	35.830	2.082	40	37	36	37	0.00	32.29	17.98	17.13	0.00	32.60	4	68	125	0	22	116647	17988	9798	522	31749	0	2.86	48.57	89.29	0.00	140	2518404	Lactobacillus spp. strain	140	2518404	2424	2481	3	3	53	1	bronze	Single-end reads
SRX1760645	2001040	False	3622548000	1810.330	24150320	150	150	0	150	150	150	150	2	34.588	3.927	38	36	34	37	200104054	100	1368250	35	146.248	11.207	150	150	148	150	18	35.419	2.062	40	36	35	37	0.00	33.18	16.46	17.61	0.00	32.75	2	18	29	0	2	471170	43332	17344	621	251506	0	6.06	54.55	87.88	0.00	33	1429970	Lactobacillus spp. strain	33	1429970	1443	1486	1	1	41	1	bronze	Single-end reads
SRX1760646	2640190	False	2277794100	862.739	15185294	150	150	0	150	150	150	150	2	34.936	4.196	38	36	35	37	264019121	100	1790699	35	147.439	11.177	150	150	150	150	18	35.569	2.228	40	36	35	37	0.00	31.61	18.89	17.77	0.00	31.72	10	21	33	0	5	386043	65492	13293	534	217148	0	26.32	55.26	86.84	0.00	38	2488714	Lactobacillus spp. strain	38	2488714	2406	2449	2	1	40	1	bronze	Single-end reads
SRX1842889	2556690	True	880214582	344.279	6794054	35	129.556	30.833	150	151	112	151	2	36.467	2.897	38	37.500	36.500	38	255669103	100.000	1993752	35	128.235	30.977	150	150	110	150	13	36.540	2.407	38	37.500	36.500	38	0.00	31.75	18.31	19.77	0.00	30.17	0	3	666	0	238	13959	1762	1314	500	2236	0	0.00	0.30	65.55	0.00	1016	1790704	Lactobacillus spp. strain	1016	1790704	1464	1514	4		45	1	exclude	Too many contigs (1016, expect <= 500)
SRX1879424	3377210	True	1697847600	502.736	11318984	150	150	0	150	150	150	150	2	31.433	5.747	38	33.500	30	35	337721088	100.000	2387334	35	141.464	18.152	149.500	150	142.500	150	17	33.281	2.890	40	34	32	35	0.00	23.47	26.77	26.37	0.00	23.40	3	64	102	0	15	282570	27314	13942	504	65291	0	2.63	56.14	89.47	0.00	114	3113816	Lactobacillus spp. strain	114	3113816	3028	3096	5	2	62	1	silver	Too many contigs (114, expect <= 100)
SRX1950180	2197280	False	108057528	49.178	3001598	36	36	0	36	36	36	36	3	38.352	3.887	40	39	38	40	100812250	45.880	2880350	35	35	0	35	35	35	35	13	38.933	1.835	40	40	39	40	0.00	28.40	21.96	22.13	0.00	27.52	0	13	726	0	209	20284	2414	1735	500	3380	0	0.00	1.35	75.47	0.00	962	2322334	Lactobacillus spp. strain	962	2322334	2184	2195	1		9	1	exclude	Short read length (35.00bp, expect >= 49 bp);Too many contigs (962, expect <= 500)
SRX1950181	2573640	False	374747328	145.610	10409648	36	36	0	36	36	36	36	3	36.096	5.900	40	39	35	39	257363995	100	7353257	35	35	0	35	35	35	35	11	37.291	3.610	40	39	36	40	0.00	28.08	22.06	22.16	0.00	27.70	0	70	354	0	70	38518	6182	4010	501	10256	0	0.00	17.72	89.62	0.00	395	2442144	Lactobacillus spp. strain	395	2442144	2361	2373	1		10	1	exclude	Short read length (35.00bp, expect >= 49 bp)
SRX1970176	3898840	True	1840944600	472.178	12272964	150	150	0	150	150	150	150	2	31.602	6.230	38	34	30	35.500	389884164	100.000	2760738	35	141.224	17.888	149	150	142	150	18.500	33.869	2.761	40	35	32.500	36	0.00	26.99	23.35	22.82	0.00	26.85	6	64	158	0	14	228135	17694	5703	506	54987	0	3.31	35.36	87.29	0.00	181	3202715	Lactobacillus spp. strain	181	3202715	3117	3171	2		51	1	silver	Too many contigs (181, expect <= 100)
SRX1970177	3684740	True	1559338800	423.188	10395592	150	150	0	150	150	150	150	2	32.014	5.797	38	34	30.500	36	368474035	100.000	2599192	35	141.764	17.384	149.500	150	142.500	150	18.500	33.988	2.717	40	35	33	36	0.00	26.76	23.63	22.55	0.00	27.06	9	46	79	0	11	252555	36305	12659	576	95946	0	10.34	52.87	90.80	0.00	87	3158601	Lactobacillus spp. strain	87	3158601	3014	3064	3	1	46	1	gold	passed all cutoffs
SRX1970178	3480780	True	1579135800	453.672	10527572	150	150	0	150	150	150	150	2	30.609	5.619	38	32.500	29	34.500	348078203	100.000	2564342	35	135.738	19.562	144	150	130	149.500	17.500	33.659	2.490	40	34	33	35	0.00	26.86	23.38	23.03	0.00	26.73	2	69	132	0	19	143180	18644	9677	549	38089	0	1.42	48.94	93.62	0.00	141	2628877	Lactobacillus spp. strain	141	2628877	2544	2597	2		50	1	silver	Too many contigs (141, expect <= 100)
SRX2032381	2375970	True	597561631	251.503	3184530	35	187.645	67.832	211.500	250	130.500	250	2	36.203	3.025	38	37.500	36	38	237597048	100.000	1277692	35	185.958	68.007	210	250	130	250	13.500	36.292	2.606	38	37.500	36	38	0.00	32.80	17.16	17.41	0.00	32.63	7	17	18	0	3	676283	103283	48043	934	167337	0	36.84	89.47	94.74	0.00	19	1962387	Lactobacillus spp. strain	19	1962387	1847	1907	3	1	56	1	gold	passed all cutoffs
SRX2032382	3198940	True	1091302505	341.145	6306220	35	173.052	72.687	183	250	107	249.500	2	35.944	3.496	38	37	35.500	38	319894335	100.000	1864642	35	171.558	72.664	180	250	105	247.500	15	36.073	2.838	38	37	35.500	38	0.00	32.78	17.24	17.33	0.00	32.65	6	14	16	0	3	675884	122797	71440	1970	181289	0	37.50	87.50	100.00	0.00	16	1964761	Lactobacillus spp. strain	16	1964761	1851	1912	3	1	57	1	gold	passed all cutoffs
SRX2032383	2419150	True	345846447	142.962	1949936	35	177.363	69.620	187	250	113	250	2	34.087	4.001	38	35.500	32	37	241915137	100.000	1384026	35	174.791	69.864	182.500	250	110	250	14.500	34.144	3.887	38	35.500	32	37	0.00	32.84	17.06	17.51	0.00	32.58	7	17	21	0	3	675884	93450	41961	1275	167337	0	33.33	80.95	100.00	0.00	21	1962455	Lactobacillus spp. strain	21	1962455	1846	1906	3	1	56	1	gold	passed all cutoffs
SRX2032384	1861060	True	80684250	43.354	426844	35	189.025	29.580	200	200	199	200	2	36.615	2.599	38	37.500	36.500	38	80181877	43.084	426692	35	187.915	29.887	200	200	195	200	16.500	36.628	2.512	38	37.500	36.500	38	0.00	32.82	17.17	17.41	0.00	32.60	10	24	29	0	7	181691	65447	47368	534	121366	0	33.33	80.00	96.67	0.00	30	1963410	Lactobacillus spp. strain	30	1963410	1846	1908	3	1	58	1	bronze	Low coverage (43.08x, expect >= 50x)
SRX2032385	1916900	True	244317141	127.454	1361504	35	179.447	70.929	196	250	117	250	2	36.969	2.702	38	38	37	38	191689890	100.000	1077002	35	177.984	71.000	195	250	115	250	14.500	37.074	1.949	38	38	37	38	0.00	32.77	17.28	17.29	0.00	32.66	8	17	17	0	4	503320	103363	85746	727	167338	0	42.11	89.47	89.47	0.00	19	1963901	Lactobacillus spp. strain	19	1963901	1851	1911	3	1	56	1	gold	passed all cutoffs
SRX2032386	2141900	True	227570685	106.247	914662	41	248.803	8.462	250	250	249	250	13	33.943	3.095	38	35	32.500	36.500	214189997	100.000	864146	40	247.863	8.981	250	250	245	250	13	33.967	3.090	38	35	32.500	36.500	0.00	32.83	17.14	17.43	0.00	32.60	6	15	20	0	3	675882	98215	39917	1275	231091	0	30.00	75.00	100.00	0.00	20	1964318	Lactobacillus spp. strain	20	1964318	1848	1908	3	1	56	1	gold	passed all cutoffs
