sample	assembly_species	assembly_taxon	top_mapped_taxon	top_mapped_reads	chao1_estimate	assembly_hit	input_reads	mapped_reads	ntu_observed_once	ntu_observed_twice	ntu_observed_three_plus	message
SRX298584	Lactobacillus parabrevis	Lactobacillus	Lactobacillus	4164	26.500	AM158250.1.1518	1240113	4319	9	3	13	
SRX301579	Eggerthia catenaformis OT 569 = DSM 20559	Eggerthia	Eggerthia	3224	37.500	AGEJ01000008.84769.86302	1223787	3391	14	4	13	
SRX301614	Lactobacillus ceti	Lactobacillus	Lactobacillus	6264	59.250	AM292799.1.1397	1295527	7586	13	2	17	
SRX301752	Lactobacillus saerimneri	Lactobacillus	Lactobacillus	2932	23.500	AY255802.1.1568	713158	3169	9	3	10	
SRX301765	Lactobacillus rossiae DSM 15814	Lactobacillus	Lactobacillus	1402	30.125	AKZK01000036.81.1634	1114013	2060	13	4	9	
SRX301867	Lactobacillus harbinensis	Lactobacillus	Lactobacillus	2978	31.167	AB194126.1.1507	1397836	3120	11	3	11	
SRX301885	Lactobacillus jensenii	Lactobacillus	Lactobacillus	2819	17.000	CP018809.1516019.1517589	699537	3031	4	1	9	
SRX3104383	Lactobacillus iners ATCC 55195	Lactobacillus	Lactobacillus	4304	n.d.	AEPX01000015.105.1663	616932	4544	4	0	8	
SRX3104384	Lactobacillus iners ATCC 55195	Lactobacillus	Lactobacillus	4422	12.000	AEPX01000015.105.1663	734568	5176	2	1	10	
SRX3104388	Lactobacillus iners ATCC 55195	Lactobacillus	Lactobacillus	4311	n.d.	AEPX01000015.105.1663	649971	4532	4	0	9	
SRX3104392	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3293	n.d.	AP018549.475961.477529	780883	3403	0	0	7	
SRX3155943	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4127	7.500	AP018549.475961.477529	842063	4279	1	1	7	
SRX334092	Lactobacillus curvatus	Lactobacillus	Lactobacillus	4310	40.167	AP018699.1478534.1480099	1066358	5289	13	3	12	
SRX334093	Lactobacillus curvatus	Lactobacillus	Lactobacillus	7887	229.143	AP018699.1478534.1480099	1398622	12333	52	7	36	
SRX334094	Lactobacillus curvatus	Lactobacillus	Lactobacillus	4352	38.000	AP018699.1478534.1480099	1078995	5358	10	2	13	
SRX334095	Lactobacillus curvatus	Lactobacillus	Lactobacillus	6958	124.000	AP018699.1478534.1480099	1286207	11292	48	12	28	
SRX365193	Lactobacillus fabifermentans	Lactobacillus	Lactobacillus	1607	52.250	AM905388.1.1532	938254	1701	13	2	10	
SRX3749552	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2808	24.000	CP029686.1212146.1213724	989073	2839	6	1	6	
SRX3749553	Homo sapiens (human);Lactobacillus paracasei	Mammalia;Lactobacillus	Lactobacillus	3484	72.000	LDOC03007328.18.1810;CP029686.1212146.1213724	1003027	3937	28	7	16	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Mammalia;Lactobacillus) does not match top mapped taxon (Lactobacillus)
SRX3749554	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4394	191.500	CP029686.1212146.1213724	983001	4506	19	1	11	
SRX3749555	Lactobacillus paracasei	Lactobacillus	Lactobacillus	5851	n.d.	CP029686.1212146.1213724	1656433	6554	7	0	12	
SRX3749556	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3540	18.000	CP029686.1212146.1213724	1016478	3955	6	2	9	
SRX3749557	Lactobacillus paracasei	Lactobacillus	Lactobacillus	5091	15.500	CP029686.1212146.1213724	1777029	5722	3	3	14	
SRX3749558	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4480	17.500	CP029686.1212146.1213724	1600867	5103	3	1	13	
SRX3749559	Lactobacillus paracasei;Pseudomonas sp. TKP	Lactobacillus;Pseudomonas	Lactobacillus	3759	53.083	CP029686.1212146.1213724;CP006852.6275210.6276747	1542065	4589	19	6	23	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Lactobacillus;Pseudomonas) does not match top mapped taxon (Lactobacillus)
SRX3749560	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4251	69.167	CP029686.1212146.1213724	1479069	5056	17	3	21	
SRX3749561	Achromobacter ruhlandii;Lactobacillus paracasei;Pseudomonas sp. TKP;Serratia marcescens	Alcaligenaceae;Lactobacillus;Pseudomonas;Serratia	Lactobacillus	3153	129.000	CP017433.688345.689808;CP029686.1212146.1213724;CP006852.6275210.6276747;AP019009.4644526.4646063	1612925	4159	20	2	29	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Alcaligenaceae;Lactobacillus;Pseudomonas;Serratia) does not match top mapped taxon (Lactobacillus)
SRX3749562	Pseudomonas fluorescens;Lactobacillus paracasei	Pseudomonas;Lactobacillus	Lactobacillus	3678	49.125	CP015637.742874.744420;CP029686.1212146.1213724	1570026	4426	15	4	21	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Pseudomonas;Lactobacillus) does not match top mapped taxon (Lactobacillus)
SRX3749563	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3994	22.000	CP029686.1212146.1213724	1511336	4489	6	2	13	
SRX3749564	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4183	11.500	CP029686.1212146.1213724	1504553	4707	2	4	11	
SRX3749565	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4054	n.d.	CP029686.1212146.1213724	1540136	4577	4	0	11	
SRX3749566	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4049	22.500	CP029686.1212146.1213724	1522507	4529	5	1	10	
SRX3749567	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2954	3.667	CP029686.1212146.1213724	1093765	2964	4	3	1	
SRX3749568	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4680	18.500	CP029686.1212146.1213724	961663	4732	5	1	6	
SRX3749569	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2893	n.d.	CP029686.1212146.1213724	1069880	2910	4	0	4	
SRX3749570	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2887	4.000	CP029686.1212146.1213724	1118094	2904	2	2	3	
SRX3749571	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4462	112.571	CP029686.1212146.1213724	1300849	4812	36	7	20	
SRX3749572	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3899	29.000	CP029686.1212146.1213724	1471968	4429	6	1	11	
SRX3749573	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3997	64.500	CP029686.1212146.1213724	1293386	4042	11	1	4	
SRX3749574	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4589	n.d.	CP029686.1212146.1213724	1518625	5128	5	0	11	
SRX3749575	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4074	n.d.	CP029686.1212146.1213724	1497057	4551	5	0	10	
SRX3749576	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4300	14.000	CP029686.1212146.1213724	1536133	4760	4	2	10	
SRX3749577	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4285	12.500	CP029686.1212146.1213724	1518548	4799	1	1	12	
SRX3749578	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4580	13.000	CP029686.1212146.1213724	1512119	5178	2	2	12	
SRX3749579	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3883	67.250	CP029686.1212146.1213724	1522244	4397	15	2	11	
SRX3749580	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4128	16.250	CP029686.1212146.1213724	1515599	4580	5	2	10	
SRX3749581	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4494	13.500	CP029686.1212146.1213724	1517445	5004	6	4	9	
SRX3749582	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4706	18.250	CP029686.1212146.1213724	1595035	5296	5	2	12	
SRX3749583	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4924	n.d.	CP029686.1212146.1213724	1808732	5611	6	0	15	
SRX3749584	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4071	30.000	CP029686.1212146.1213724	1545584	4680	6	1	12	
SRX3749585	Lactobacillus paracasei	Lactobacillus	Lactobacillus	5441	24.250	CP029686.1212146.1213724	1988840	6203	7	2	12	
SRX3749586	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4332	14.667	CP029686.1212146.1213724	1518546	4903	4	3	12	
SRX3749587	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4286	25.250	CP029686.1212146.1213724	1524585	4849	7	2	13	
SRX3749588	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4110	13.000	CP029686.1212146.1213724	1494658	4635	2	1	11	
SRX3749589	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4202	12.250	CP029686.1212146.1213724	1529102	4724	3	2	10	
SRX3749590	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4512	50.500	CP029686.1212146.1213724	1533649	5064	9	1	10	
SRX3749591	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4549	13.000	CP029686.1212146.1213724	1549024	5130	2	1	11	
SRX3749592	Lactobacillus paracasei	Lactobacillus	Lactobacillus	5162	14.000	CP029686.1212146.1213724	1896510	5897	4	4	12	
SRX3749593	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4180	n.d.	CP029686.1212146.1213724	1472325	4717	4	0	11	
SRX377710			Lactobacillus	107	3.000		913531	111	2	1	1	WARNING: missing SPAdes assembly of the SSU
SRX3865657	Lactobacillus brevis KB290	Lactobacillus	Lactobacillus	1920	31.600	AP012167.920438.922003	679658	2062	14	5	12	
SRX3865658	Lactobacillus brevis KB290	Lactobacillus	Lactobacillus	749	24.000	AP012167.920438.922003	271255	797	6	1	6	
SRX3865659	Lactobacillus brevis	Lactobacillus	Lactobacillus	2490	15.167	CP016797.866760.868334	643066	2551	7	3	7	
SRX3865660	Lactobacillus brevis KB290	Lactobacillus	Lactobacillus	2619	38.000	AP012167.920438.922003	903542	2751	12	3	14	
SRX3865661	Lactobacillus brevis BSO 464	Lactobacillus	Lactobacillus	2349	29.400	CP005977.441566.443148	694425	2605	12	5	15	
SRX3865662	Lactobacillus brevis KB290	Lactobacillus	Lactobacillus	1993	39.000	AP012167.920438.922003	591802	2102	10	2	14	
SRX3908887	Lactobacillus plantarum	Lactobacillus	Lactobacillus	797	6.500	CP032359.485125.486700	294750	810	3	1	2	
SRX3908888	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2634	45.125	CP032359.485125.486700	951483	2766	17	4	9	
SRX3908889	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1853	7.000	CP011769.1010671.1012246	632656	1902	2	1	5	
SRX3908890	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2388	27.250	CP011769.451539.453114	813978	2477	9	2	7	
SRX3908891	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2692	14.167	CP032359.485125.486700	890126	2769	7	3	6	
SRX3908892	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2063	22.667	CP032359.485125.486700	789066	2137	10	3	6	
SRX3908893	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2160	149.500	CP011769.1010671.1012246	831229	2249	17	1	5	
SRX3908894	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2247	16.667	CP032359.485125.486700	821496	2324	8	3	6	
SRX3908895	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1031	66.500	CP032359.485125.486700	366347	1078	11	1	6	
SRX3908896	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2564	80.250	CP011769.1010671.1012246	947608	2688	17	2	8	
SRX3908897	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2473	230.500	CP032359.485125.486700	898728	2607	21	1	10	
SRX3908898	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1699	n.d.	CP032359.485125.486700	628362	1738	6	0	5	
SRX3908899	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2190	n.d.	CP011769.1010671.1012246	693953	2232	3	0	7	
SRX4367479	Lactobacillus fermentum	Lactobacillus	Lactobacillus	4526	87.000	AP017973.1435046.1436618	1200104	4815	24	4	15	
SRX4395584	Lactobacillus murinus	Lactobacillus	Lactobacillus	4392	11.667	CP023566.832314.833884	256210	4855	2	3	11	
SRX4395742	Lactobacillus murinus	Lactobacillus	Lactobacillus	3990	n.d.	CP023566.832314.833884	917824	4441	7	0	8	
SRX4395847	Lactobacillus murinus	Lactobacillus	Lactobacillus	848	n.d.	CP023566.832314.833884	1043286	961	6	0	6	
SRX4395848	Lactobacillus murinus	Lactobacillus	Lactobacillus	2612	n.d.	CP023566.832314.833884	938103	2955	5	0	11	
SRX4395855	Lactobacillus murinus	Lactobacillus	Lactobacillus	2734	8.500	CP023566.832314.833884	936020	3027	2	4	8	
SRX4395905			Lactobacillus	88	n.d.		573571	104	5	0	3	WARNING: missing SPAdes assembly of the SSU
SRX4417045	Lactobacillus fermentum	Lactobacillus	Lactobacillus	10763	204.000	CP025592.1563082.1564661	1970054	13077	70	14	29	
SRX4417046	Lactobacillus fermentum	Lactobacillus	Lactobacillus	10481	263.286	AP017973.1435046.1436618	1868034	12697	58	7	23	
SRX4417052	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3064	18.250	CP011769.1010671.1012246	1077276	3147	7	2	6	
SRX4417054	Lactobacillus paraplantarum	Lactobacillus	Lactobacillus	3065	25.000	CP032744.1079068.1080643	1083910	3146	6	1	7	
SRX4417055	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3293	12.000	CP029686.1923855.1925433	1056115	3379	4	4	10	
SRX4417056	Lactobacillus paracasei	Lactobacillus	Lactobacillus	9741	172.375	CP029686.1212146.1213724	2243231	13947	57	12	37	
SRX4417057	Lactobacillus paracasei	Lactobacillus	Lactobacillus	6722	144.300	CP029686.1212146.1213724	2166578	9547	57	15	36	
SRX4417058	Lactobacillus plantarum	Lactobacillus	Lactobacillus	6140	265.250	CP011769.1010671.1012246	2309873	7738	62	8	25	
SRX4417059	Lactobacillus plantarum	Lactobacillus	Lactobacillus	6279	142.227	CP011769.451539.453114	2222473	7899	51	11	24	
SRX4417060	Lactobacillus plantarum	Lactobacillus	Lactobacillus	6198	375.083	CP032359.485125.486700	2306644	7810	65	6	23	
SRX4417061	Lactobacillus brevis BSO 464	Lactobacillus	Lactobacillus	5552	272.227	CP005977.441566.443148	1745202	8289	73	11	30	
SRX4417062	Lactobacillus brevis BSO 464	Lactobacillus	Lactobacillus	6061	142.667	CP005977.441566.443148	1946572	8540	52	12	30	
SRX4417063	Lactobacillus plantarum	Lactobacillus	Lactobacillus	5867	322.562	CP032359.485125.486700	2431131	7444	69	8	25	
SRX4417065	Lactobacillus paracasei	Lactobacillus	Lactobacillus	6864	91.500	CP029686.1212146.1213724	2055961	9574	33	9	31	
SRX4526082	Lactobacillus micheneri	Lactobacillus	Streptophyta	3411	324.919	KT833121.1.1549	106552	17495	123	43	149	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Streptophyta)
SRX4526083			Lactobacillus	28215	377.509		534597	113746	155	56	163	WARNING: missing SPAdes assembly of the SSU
SRX4526084	Lactobacillus micheneri	Lactobacillus	Pseudomonas	9840	760.520	KT833121.1.1549	253951	66868	285	124	433	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Pseudomonas)
SRX4526085			Lactobacillus	33519	476.687		575734	135513	196	67	190	WARNING: missing SPAdes assembly of the SSU
SRX4526086	Lactobacillus micheneri	Lactobacillus	Streptophyta	7746	420.065	KT833121.1.1549	290418	36113	170	62	187	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Streptophyta)
SRX4526087			Streptophyta	5909	439.446		140938	29705	153	46	185	WARNING: missing SPAdes assembly of the SSU
SRX4526089	Lactobacillus micheneri	Lactobacillus	Lactobacillus	31836	484.042	KT833121.1.1549	497234	129814	170	48	183	
SRX4526090	Lactobacillus micheneri	Lactobacillus	Streptophyta	1876	267.610	KT833121.1.1549	165634	9453	120	41	92	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Streptophyta)
SRX4526091	Lactobacillus micheneri	Lactobacillus	Streptophyta	4234	379.510	KT833121.1.1549	145782	19311	151	48	142	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Streptophyta)
SRX4526093	Lactobacillus micheneri	Lactobacillus	Lactobacillus	19286	467.516	KT833121.1.1549	452770	75043	145	32	139	
SRX4526094	Lactobacillus micheneri	Lactobacillus	Streptophyta	7589	418.221	KT833121.1.1549	168280	40763	159	61	211	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Streptophyta)
SRX4526095	Lactobacillus micheneri	Lactobacillus	Lactobacillus	4554	511.450	KT833121.1.1549	346369	24811	231	90	215	
SRX4526096			Streptophyta	8139	520.516		237408	42513	194	62	217	WARNING: missing SPAdes assembly of the SSU
SRX4526097	Lactobacillus micheneri	Lactobacillus	Lactobacillus	25342	553.000	KT833121.1.1549	566179	100231	168	36	161	
SRX4526098	Lactobacillus micheneri	Lactobacillus	(Eukaryota)	3510	544.720	KT833121.1.1549	202824	24103	227	84	238	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon ((Eukaryota))
SRX4526099	Lactobacillus micheneri	Lactobacillus	Lactobacillus	48585	450.811	KT833121.1.1549	583007	197521	188	74	212	
SRX4526100	Lactobacillus micheneri	Lactobacillus	Lactobacillus	58318	549.777	KT833121.1.1549	572565	237410	201	65	239	
SRX4526101	Lactobacillus micheneri	Lactobacillus	Pseudomonas	7002	697.970	KT833121.1.1549	236021	50876	275	116	372	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Pseudomonas)
SRX4526102	Lactobacillus micheneri	Lactobacillus	Pseudomonas	12620	833.402	KT833121.1.1549	324592	84912	290	117	474	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Pseudomonas)
SRX4526103			(Eukaryota)	19457	1002.004		732593	136397	319	120	578	WARNING: missing SPAdes assembly of the SSU
SRX4526104	Lactobacillus micheneri	Lactobacillus	(Eukaryota)	10030	797.540	KT833121.1.1549	371386	69577	283	112	440	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon ((Eukaryota))
SRX4526105	Lactobacillus micheneri	Lactobacillus	Pseudomonas	10193	759.167	KT833121.1.1549	261588	68124	258	108	451	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon (Pseudomonas)
SRX4526106			Pseudomonas	14442	783.098		460199	101340	261	128	517	WARNING: missing SPAdes assembly of the SSU
SRX4526107	Lactobacillus micheneri	Lactobacillus	Lactobacillus	27431	584.612	KT833121.1.1549	346374	112714	183	40	166	
SRX4526108	Lactobacillus micheneri	Lactobacillus	(Eukaryota)	3739	536.888	KT833121.1.1549	151685	25460	224	89	255	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon ((Eukaryota))
SRX4526109	Lactobacillus kunkeei	Lactobacillus	(Eukaryota)	3139	510.910	CP012920.557031.558613	202654	19306	229	83	195	WARNING: Assembly taxon (Lactobacillus) does not match top mapped taxon ((Eukaryota))
SRX4526110	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	22473	447.115	CP012920.557031.558613	698107	89265	174	52	156	
SRX456224	Lactobacillus bifermentans	Lactobacillus	Lactobacillus	4960	25.062	JN175330.1.1500	1860135	6000	9	8	20	
SRX456225	Lactobacillus curvatus	Lactobacillus	Lactobacillus	11059	86.333	AP018699.1478534.1480099	1227190	12955	28	6	21	
SRX456226	Lactobacillus delbrueckii subsp. indicus	Lactobacillus	Lactobacillus	14640	46.667	CP018614.1644696.1646266	1282207	15610	14	3	14	
SRX456227	Lactobacillus delbrueckii subsp. lactis DSM 20072	Lactobacillus	Lactobacillus	18413	86.125	AEXU01000148.103.1654	1451936	19787	23	4	20	
SRX456228	Lactobacillus helveticus CNRZ32	Lactobacillus	Lactobacillus	6629	18.062	CP002081.81315.82885	1876073	7350	7	8	15	
SRX456229	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4062	61.000	CP029686.1212146.1213724	1565066	4540	14	2	12	
SRX456230	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3516	21.000	CP029686.1212146.1213724	1185106	3540	6	1	3	
SRX456231	Lactobacillus agilis	Lactobacillus	Lactobacillus	6334	67.400	CP016766.1625693.1627264	1268314	7462	22	5	19	
SRX456232	Lactobacillus concavus	Lactobacillus	Lactobacillus	4599	23.100	AY683322.1.1528	1073867	5895	9	5	15	
SRX456233	Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535	Lactobacillus	Lactobacillus	9486	42.333	CP017697.1963169.1964747	1848467	13252	14	6	26	
SRX456234	Lactobacillus paracollinoides	Lactobacillus	Lactobacillus	3718	30.167	CP014924.115701.117273	1811758	4424	7	3	22	
SRX456235	Lactobacillus sharpeae;Lactobacillus salivarius	Lactobacillus	Lactobacillus	5345	39.600	M58831.1.1522;LT604074.1311125.1312666	2021589	6921	14	5	20	WARNING: Multiple SSUs were assembled by SPAdes
SRX456236	Lactobacillus aquaticus	Lactobacillus	Lactobacillus	6491	33.900	DQ664203.1.1528	1406659	7886	13	5	17	
SRX456237	Lactobacillus equicursoris	Lactobacillus	Lactobacillus	16165	34.333	AB290830.1.1486	1625439	18701	14	6	18	
SRX456238	Lactobacillus equigenerosi	Lactobacillus	Lactobacillus	6265	41.000	AB288049.1.1516	1100987	7851	10	2	16	
SRX456239	Lactobacillus johnsonii ATCC 33200	Lactobacillus	Lactobacillus	10431	62.000	ACGR01000047.118.1678	1934434	11899	14	2	13	
SRX456240	Lactobacillus jensenii	Lactobacillus	Lactobacillus	8688	63.000	CP018809.1516019.1517589	1125588	10033	14	2	14	
SRX456241	Lactobacillus rennini	Lactobacillus	Lactobacillus	6987	39.167	AJ576007.1.1546	1605963	8793	11	3	19	
SRX456242	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	7472	38.167	AFYE01000091.124.1666	1258376	9111	11	3	18	
SRX456243	Lactobacillus vaccinostercus	Lactobacillus	Lactobacillus	8287	27.667	AM113786.1.1553	1495469	9405	8	3	17	
SRX456244	Lactobacillus versmoldensis DSM 14857 = KCTC 3814	Lactobacillus	Lactobacillus	4621	19.250	BACR01000055.89.1642	1841412	5200	5	2	13	
SRX456245	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	2483	10.000	FN692037.427906.429457	725511	2502	4	1	2	
SRX456246	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	1687	10.250	CP000033.1632689.1634260	756621	1711	5	2	4	
SRX456247	Lactobacillus animalis KCTC 3501 = DSM 20602	Lactobacillus	Lactobacillus	8738	57.500	AEOF01000010.3322.4865	1518231	10147	9	1	17	
SRX456248	Lactobacillus antri DSM 16041	Lactobacillus	Lactobacillus	4731	n.d.	ACLL01000037.71.1634	1418482	5081	9	0	12	
SRX456249	Lactobacillus apodemi	Lactobacillus	Lactobacillus	4705	n.d.	AJ871178.1.1532	1332613	5741	19	0	19	
SRX456250	Lactobacillus aviarius	Lactobacillus	Lactobacillus	5535	26.667	AB326355.1.1488	1089975	6195	8	3	16	
