sample	Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRX3749552	SRX3749552_01960	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749553	SRX3749553_01952	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749554	SRX3749554_01273	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749555	SRX3749555_01681	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749556	SRX3749556_01722	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749557	SRX3749557_01743	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749558	SRX3749558_01766	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749559	SRX3749559_01870	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749560	SRX3749560_01819	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749561	SRX3749561_01745	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749562	SRX3749562_01804	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749563	SRX3749563_01613	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749564	SRX3749564_01672	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749565	SRX3749565_01674	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749566	SRX3749566_01665	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749567	SRX3749567_01888	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749568	SRX3749568_00741	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749569	SRX3749569_01473	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749570	SRX3749570_01894	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749571	SRX3749571_01945	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749572	SRX3749572_01777	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749573	SRX3749573_01895	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749574	SRX3749574_01774	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749575	SRX3749575_01885	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749576	SRX3749576_01813	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749577	SRX3749577_01756	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749578	SRX3749578_01669	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749579	SRX3749579_01730	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749580	SRX3749580_01726	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749581	SRX3749581_01708	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749582	SRX3749582_01787	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749583	SRX3749583_01481	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749584	SRX3749584_01701	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749585	SRX3749585_01829	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749586	SRX3749586_01676	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749587	SRX3749587_01745	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749588	SRX3749588_01716	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749589	SRX3749589_01725	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749590	SRX3749590_01709	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749591	SRX3749591_01680	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749592	SRX3749592_01850	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3749593	SRX3749593_01724	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX3865659	SRX3865659_02447	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIALP	83	161	51.55	98.80	83	WP_011428879.1	lincosamide nucleotidyltransferase Lnu(A)'	NF000236.1	lincosamide nucleotidyltransferase Lnu(A)
SRX4417055	SRX4417055_02679	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4417056	SRX4417056_00274	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4417057	SRX4417057_00793	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4417065	SRX4417065_01098	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526082	SRX4526082_00687	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526083	SRX4526083_01133	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526084	SRX4526084_00324	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526085	SRX4526085_01501	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526086	SRX4526086_00772	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526087	SRX4526087_01264	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526090	SRX4526090_01274	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526101	SRX4526101_01270	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526102	SRX4526102_01359	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526103	SRX4526103_01360	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526104	SRX4526104_01343	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526105	SRX4526105_00885	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526106	SRX4526106_00960	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526107	SRX4526107_01453	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX4526108	SRX4526108_01088	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	644	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456224	SRX456224_01801	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456225	SRX456225_01150	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	504	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456229	SRX456229_00413	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456230	SRX456230_00361	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456232	SRX456232_00321	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	507	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456233	SRX456233_02252	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	500	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456235	SRX456235_02341	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	639	639	100.00	100.00	639	WP_000691749.1	tetracycline resistance ribosomal protection protein Tet(M)	NF012155.1	tetracycline resistance ribosomal protection protein Tet(M)
SRX456240	SRX456240_01103	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456241	SRX456241_02208	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	648	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456242	SRX456242_00653	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456247	SRX456247_00372	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	287	287	100.00	100.00	287	WP_002294505.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	NF033084.2	aminoglycoside 6-nucleotidyltransferase
SRX456250	SRX456250_00355	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.06	639	WP_050824634.1	tetracycline resistance ribosomal protection protein Tet(O)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX456251	SRX456251_01785	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	497	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456252	SRX456252_01021	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	645	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456253	SRX456253_00487	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	649	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456253	SRX456253_01877	lnu(C)	lincosamide nucleotidyltransferase Lnu(C)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTP	164	164	100.00	97.56	164	WP_063851341.1	lincosamide nucleotidyltransferase Lnu(C)	NF000141.1	lincosamide nucleotidyltransferase Lnu(C)
SRX456254	SRX456254_01615	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	639	639	100.00	100.00	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX456255	SRX456255_01092	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	508	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456256	SRX456256_00798	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	500	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456259	SRX456259_00467	lsa	Lsa family ABC-F type ribosomal protection protein	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	HMM	492	NA	NA	NA	NA	NA	NA	NF000167.1	Lsa family ABC-F type ribosomal protection protein
SRX456260	SRX456260_01442	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	641	639	100.00	99.22	641	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NF012155.1	tetracycline resistance ribosomal protection protein Tet(M)
SRX456260	SRX456260_01443	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	457	458	98.47	98.23	451	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NF012185.0	tetracycline efflux MFS transporter Tet(L)
SRX456260	SRX456260_02077	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	245	245	100.00	100.00	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SRX456260	SRX456260_02078	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	639	639	100.00	100.00	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX456262	SRX456262_00368	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456269	SRX456269_00479	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	506	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456269	SRX456269_01837	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	639	639	100.00	100.00	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX456271	SRX456271_00796	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	648	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456272	SRX456272_01202	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456276	SRX456276_00720	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	505	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456279	SRX456279_00306	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	639	639	100.00	100.00	639	WP_000691737.1	tetracycline resistance ribosomal protection protein Tet(M)	NF012155.1	tetracycline resistance ribosomal protection protein Tet(M)
SRX456279	SRX456279_01584	aadE	aminoglycoside 6-adenylyltransferase AadE	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	288	288	100.00	100.00	288	WP_001255868.1	aminoglycoside 6-adenylyltransferase AadE	NF033084.2	aminoglycoside 6-nucleotidyltransferase
SRX456279	SRX456279_01588	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SRX456282	SRX456282_01571	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456291	SRX456291_01412	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456295	SRX456295_02792	str	streptomycin adenylyltransferase Str	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTP	282	282	100.00	96.45	282	WP_010711054.1	streptomycin adenylyltransferase Str	NF000062.1	streptomycin adenylyltransferase Str
SRX456295	SRX456295_02798	vat	Vat family streptogramin A O-acetyltransferase	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	HMM	214	NA	NA	NA	NA	NA	NA	NF000311.1	Vat family streptogramin A O-acetyltransferase
SRX456295	SRX456295_02817	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	639	639	100.00	100.00	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NF012155.1	tetracycline resistance ribosomal protection protein Tet(M)
SRX456295	SRX456295_02841	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	245	245	100.00	100.00	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SRX456296	SRX456296_00502	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	504	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456300	SRX456300_02728	vat	Vat family streptogramin A O-acetyltransferase	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	HMM	219	NA	NA	NA	NA	NA	NA	NF000311.1	Vat family streptogramin A O-acetyltransferase
SRX456301	SRX456301_01612	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	502	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456302	SRX456302_02323	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	508	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456307	SRX456307_01514	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	507	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456308	SRX456308_01691	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	503	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX456310	SRX456310_00412	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	496	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
